70.238,70.238,70.238,70.238,70.238,70.238,70.238,70.238,70.238,70.238,70.238,70.238,70.238,70.238,70.238,70.238,70.238,70.238,70.238,70.238,70.238,70.238,70.238,70.238,70.238,70.238,70.238,70.238,70.238,70.238,70.238,70.238,70.238,70.238,70.238,70.238,70.238,70.238,70.238,70.238,70.238,70.238,70.238,70.238,70.238,70.238,70.238,70.238,70.238,70.238,70.238,70.238,70.238,70.238,70.238,70.238,70.238,70.238,70.238,70.238,70.238,70.238,70.238,70.238,70.238,70.238,70.238,70.238,70.238,70.238,70.238,70.238,70.238,70.238,70.238,70.238,70.238,70.238,70.238,70.238,70.238,70.238,70.238,70.238,70.238,70.238,70.238,70.238,70.238,70.238,70.238
69.979,69.979,69.979,69.979,69.979,69.979,69.979,69.979,69.979,69.979,69.979,69.979,69.979,69.979,70.262,70.253,70.253,70.253,70.253,70.253,70.253,70.253,70.253,70.253,70.247,70.247,70.247,70.247,70.247,70.247,70.244,70.244,70.244,70.241,70.241,70.239,70.239,70.238,70.238,70.238,70.238,70.238,70.238,70.238,70.238,70.238,70.238,70.238,70.238,70.238,70.238,70.238,70.238,70.238,70.239,70.24,70.24,70.243,70.243,70.243,70.247,70.247,70.247,70.247,70.247,70.247,70.251,70.251,70.251,70.251,70.251,70.251,70.251,70.251,70.251,70.261,69.979,69.979,69.979,69.979,69.979,69.979,69.979,69.979,69.979,69.979,69.979,69.979,69.985,69.985,69.985
69.959,69.959,69.959,69.959,69.959,69.959,69.959,69.959,69.959,69.959,69.959,69.959,69.959,69.959,69.959,69.966,69.966,69.966,69.966,69.98,69.968,69.968,69.976,69.976,69.976,69.976,69.991,69.979,69.979,69.99,69.979,69.979,70.253,70.253,70.253,70.247,70.247,70.247,70.244,70.241,70.239,70.238,70.238,70.238,70.238,70.238,70.238,70.238,70.238,70.239,70.24,70.243,70.247,70.247,70.247,70.251,70.251,70.251,70.261,69.979,69.996,69.98,69.98,69.98,69.977,69.977,69.977,69.977,69.977,69.981,69.981,69.967,69.967,69.967,69.96,69.96,69.96,69.96,69.96,69.96,69.96,69.967,69.967,69.967,69.967,69.981,69.981,69.981,69.981,69.981,69.981
69.692,69.692,69.692,69.692,69.692,69.692,69.692,69.692,69.689,69.689,69.689,69.689,69.689,69.969,69.969,69.964,69.964,69.964,69.964,69.962,69.962,69.962,69.968,69.974,69.959,69.959,69.959,69.966,69.966,69.98,69.976,69.976,69.991,69.979,69.979,69.99,70.262,70.253,70.247,70.247,70.244,70.241,70.238,70.238,70.238,70.238,70.238,70.238,70.24,70.243,70.247,70.251,70.251,70.261,69.985,69.98,69.98,69.992,69.977,69.977,69.981,69.967,69.967,69.967,69.967,69.981,69.982,69.963,69.963,69.963,69.963,69.964,69.964,69.964,69.959,69.969,69.69,69.69,69.69,69.69,69.693,69.708,69.708,69.708,69.708,69.708,69.708,69.708,69.708,69.719,69.719
69.671,69.671,69.671,69.671,69.671,69.671,69.671,69.671,69.693,69.693,69.693,69.693,69.677,69.681,69.681,69.693,69.693,69.693,69.701,69.717,69.692,69.692,69.689,69.689,69.973,69.964,69.964,69.962,69.968,69.974,69.959,69.959,69.98,69.98,69.976,69.991,69.991,69.99,70.262,70.253,70.247,70.244,70.241,70.238,70.238,70.238,70.238,70.24,70.247,70.251,70.251,70.267,69.996,69.992,69.977,69.99,69.988,69.974,69.967,69.981,69.975,69.963,69.963,69.964,69.964,69.969,69.705,69.708,69.708,69.719,69.719,69.691,69.683,69.683,69.679,69.683,69.695,69.695,69.695,69.679,69.673,69.673,69.673,69.673,69.673,69.673,69.673,69.673,69.673,69.673,69.673
69.403,69.403,69.403,69.403,69.416,69.411,69.411,69.411,69.411,69.411,69.417,69.417,69.681,69.679,69.679,69.671,69.671,69.671,69.671,69.686,69.693,69.708,69.693,69.693,69.701,69.717,69.692,69.689,69.969,69.973,69.97,69.968,69.974,69.959,69.973,69.98,69.989,69.991,69.99,70.272,70.253,70.247,70.244,70.238,70.238,70.238,70.239,70.247,70.251,70.267,70.278,69.992,70.012,69.997,69.974,69.981,69.981,69.975,69.963,69.964,69.984,69.705,69.708,69.719,69.719,69.683,69.679,69.695,69.695,69.673,69.673,69.673,69.673,69.673,69.681,69.696,69.42,69.414,69.419,69.405,69.405,69.405,69.405,69.421,69.421,69.428,69.417,69.417,69.417,69.417,69.417
69.379,69.379,69.384,69.384,69.384,69.384,69.384,69.384,69.385,69.385,69.388,69.388,69.385,69.401,69.401,69.401,69.416,69.411,69.411,69.417,69.681,69.679,69.671,69.671,69.698,69.708,69.693,69.693,69.717,69.717,69.689,69.973,69.97,69.968,69.974,69.959,69.98,69.989,69.991,70.002,70.272,70.247,70.244,70.239,70.238,70.238,70.247,70.257,70.267,70.285,69.999,69.997,70.002,69.981,69.981,69.975,69.98,69.984,69.984,69.719,69.719,69.683,69.695,69.695,69.688,69.673,69.673,69.694,69.712,69.435,69.435,69.421,69.428,69.417,69.417,69.404,69.404,69.404,69.402,69.411,69.411,69.411,69.402,69.413,69.413,69.413,69.419,69.419,69.419,69.419,69.419
69.131,69.131,69.131,69.131,69.127,69.127,69.127,69.127,69.127,69.142,69.142,69.416,69.416,69.416,69.37,69.384,69.385,69.385,69.388,69.401,69.401,69.426,69.411,69.417,69.694,69.679,69.683,69.698,69.708,69.693,69.709,69.717,69.692,69.979,69.97,69.974,69.987,69.98,70.004,70.002,70.272,70.257,70.244,70.239,70.238,70.238,70.257,70.264,70.297,70.028,70.026,70.002,69.981,69.991,69.98,69.984,69.987,69.719,69.719,69.695,69.695,69.704,69.689,69.71,69.717,69.435,69.421,69.428,69.42,69.404,69.418,69.411,69.411,69.413,69.419,69.419,69.419,69.113,69.12,69.12,69.12,69.12,69.108,69.108,69.117,69.109,69.109,69.109,69.109,69.109,69.109
69.105,69.101,69.101,69.101,69.101,69.101,69.109,69.098,69.098,69.098,69.101,69.109,69.121,69.114,69.127,69.124,69.139,69.413,69.413,69.414,69.382,69.382,69.385,69.4,69.424,69.41,69.692,69.704,69.69,69.697,69.709,69.705,69.718,69.718,69.98,69.98,69.974,69.988,69.981,70.004,70.002,70.273,70.248,70.241,70.239,70.272,70.272,70.293,70.318,70.034,70.01,70.005,69.999,69.997,69.995,69.727,69.743,69.719,69.719,69.697,69.72,69.726,69.444,69.438,69.427,69.444,69.426,69.433,69.43,69.43,69.437,69.132,69.132,69.132,69.128,69.134,69.134,69.13,69.111,69.111,69.117,69.117,69.132,69.122,69.108,69.108,69.108,69.108,69.108,69.108,68.838
68.816,68.816,68.816,68.816,68.816,68.832,68.832,68.822,68.822,69.095,69.095,69.105,69.105,69.105,69.109,69.098,69.121,69.121,69.114,69.139,69.139,69.413,69.414,69.428,69.382,69.402,69.414,69.419,69.704,69.704,69.706,69.708,69.705,69.718,69.723,69.98,69.98,69.988,69.995,70.004,70.015,70.285,70.257,70.243,70.243,70.272,70.282,70.318,70.05,70.034,70.005,69.999,70.014,70.022,69.743,69.746,69.719,69.725,69.724,69.726,69.452,69.438,69.444,69.426,69.433,69.43,69.437,69.132,69.132,69.128,69.134,69.13,69.142,69.132,69.132,69.122,69.117,68.853,68.852,68.852,68.839,68.833,68.84,68.84,68.825,68.82,68.82,68.82,68.836,68.836,68.836
