72.957,72.957,72.957,72.957,72.957,72.957,72.957,72.957,72.957,72.957,72.957,72.957,72.957,72.957,72.957,72.957,72.957,72.957,72.957,72.957,72.957,72.957,72.957,72.957,72.957,72.957,72.957,72.957,72.957,72.957,72.957,72.957,72.957,72.957,72.957,72.957,72.957,72.957,72.957,72.957,72.957,72.957,72.957,72.957,72.957,72.957,72.957,72.957,72.957,72.957,72.957,72.957,72.957,72.957,72.957,72.957,72.957,72.957,72.957,72.957,72.957,72.957,72.957,72.957,72.957,72.957,72.957,72.957,72.957,72.957,72.957,72.957,72.957,72.957,72.957,72.957,72.957,72.957,72.957,72.957,72.957,72.957,72.957,72.957,72.957,72.957,72.957,72.957,72.957,72.957,72.957
72.69,72.69,72.69,72.69,72.69,72.69,72.69,72.69,72.69,72.69,72.69,72.69,72.69,72.69,72.983,72.973,72.973,72.973,72.973,72.973,72.973,72.973,72.973,72.973,72.968,72.968,72.968,72.968,72.968,72.968,72.963,72.963,72.963,72.961,72.961,72.959,72.959,72.957,72.957,72.957,72.957,72.957,72.957,72.957,72.957,72.957,72.957,72.957,72.957,72.957,72.957,72.957,72.957,72.957,72.958,72.96,72.96,72.962,72.962,72.962,72.967,72.967,72.967,72.967,72.967,72.967,72.972,72.972,72.972,72.972,72.972,72.972,72.972,72.972,72.972,72.981,72.689,72.689,72.689,72.689,72.689,72.689,72.689,72.689,72.689,72.689,72.689,72.689,72.695,72.695,72.695
72.671,72.671,72.671,72.671,72.671,72.671,72.671,72.671,72.671,72.671,72.671,72.671,72.671,72.671,72.671,72.678,72.678,72.678,72.678,72.693,72.68,72.68,72.688,72.688,72.688,72.688,72.703,72.691,72.691,72.702,72.69,72.69,72.973,72.973,72.973,72.968,72.968,72.968,72.963,72.961,72.959,72.957,72.957,72.957,72.957,72.957,72.957,72.957,72.957,72.958,72.96,72.962,72.967,72.967,72.967,72.972,72.972,72.972,72.981,72.689,72.706,72.69,72.69,72.69,72.686,72.686,72.686,72.686,72.686,72.691,72.691,72.677,72.677,72.677,72.669,72.669,72.669,72.669,72.669,72.669,72.669,72.677,72.677,72.677,72.677,72.691,72.691,72.691,72.691,72.691,72.691
72.394,72.394,72.394,72.394,72.394,72.394,72.394,72.394,72.392,72.392,72.392,72.392,72.392,72.681,72.681,72.676,72.676,72.676,72.676,72.674,72.674,72.674,72.68,72.686,72.671,72.671,72.671,72.678,72.678,72.693,72.688,72.688,72.703,72.691,72.691,72.702,72.983,72.973,72.968,72.968,72.963,72.961,72.957,72.957,72.957,72.957,72.957,72.957,72.96,72.962,72.967,72.972,72.972,72.981,72.695,72.69,72.69,72.702,72.686,72.686,72.691,72.677,72.677,72.677,72.677,72.691,72.692,72.673,72.673,72.673,72.673,72.674,72.674,72.674,72.669,72.679,72.389,72.389,72.389,72.389,72.392,72.407,72.407,72.407,72.407,72.407,72.407,72.407,72.407,72.418,72.418
72.374,72.374,72.374,72.374,72.374,72.374,72.374,72.374,72.396,72.396,72.396,72.396,72.38,72.384,72.384,72.396,72.396,72.396,72.404,72.42,72.394,72.394,72.392,72.392,72.686,72.676,72.676,72.674,72.68,72.686,72.671,72.671,72.693,72.693,72.688,72.703,72.703,72.702,72.983,72.973,72.968,72.963,72.961,72.957,72.957,72.957,72.957,72.96,72.967,72.972,72.972,72.988,72.706,72.702,72.686,72.7,72.698,72.684,72.677,72.691,72.686,72.673,72.673,72.674,72.674,72.679,72.405,72.407,72.407,72.418,72.418,72.39,72.381,72.381,72.377,72.381,72.393,72.393,72.393,72.377,72.37,72.37,72.37,72.37,72.37,72.37,72.37,72.37,72.37,72.37,72.37
72.096,72.096,72.096,72.096,72.111,72.105,72.105,72.105,72.105,72.105,72.111,72.111,72.385,72.383,72.383,72.374,72.374,72.374,72.374,72.39,72.396,72.412,72.396,72.396,72.404,72.42,72.394,72.392,72.681,72.686,72.682,72.68,72.686,72.671,72.686,72.693,72.701,72.703,72.702,72.994,72.973,72.968,72.963,72.957,72.957,72.957,72.958,72.967,72.972,72.988,72.999,72.702,72.723,72.707,72.684,72.691,72.691,72.686,72.673,72.674,72.694,72.405,72.407,72.418,72.418,72.381,72.377,72.393,72.393,72.37,72.37,72.37,72.37,72.37,72.378,72.394,72.107,72.101,72.106,72.092,72.092,72.092,72.092,72.109,72.109,72.116,72.104,72.104,72.104,72.104,72.104
72.072,72.072,72.077,72.077,72.077,72.077,72.077,72.077,72.08,72.08,72.082,72.082,72.079,72.096,72.096,72.096,72.111,72.105,72.105,72.111,72.385,72.383,72.374,72.374,72.402,72.412,72.396,72.396,72.42,72.42,72.392,72.686,72.682,72.68,72.686,72.671,72.693,72.701,72.703,72.714,72.994,72.968,72.963,72.959,72.957,72.957,72.967,72.978,72.988,73.006,72.709,72.707,72.713,72.691,72.691,72.686,72.69,72.694,72.694,72.418,72.418,72.381,72.393,72.393,72.385,72.37,72.37,72.392,72.411,72.123,72.123,72.109,72.116,72.104,72.104,72.091,72.091,72.091,72.088,72.098,72.098,72.098,72.088,72.099,72.099,72.099,72.105,72.105,72.105,72.105,72.105
71.815,71.815,71.815,71.815,71.811,71.811,71.811,71.811,71.811,71.827,71.827,72.11,72.11,72.11,72.063,72.077,72.08,72.08,72.082,72.096,72.096,72.12,72.105,72.111,72.398,72.383,72.386,72.402,72.412,72.396,72.412,72.42,72.394,72.692,72.682,72.686,72.7,72.693,72.716,72.714,72.994,72.978,72.963,72.959,72.957,72.957,72.978,72.986,73.018,72.739,72.737,72.713,72.691,72.701,72.69,72.694,72.697,72.418,72.418,72.393,72.393,72.402,72.387,72.409,72.416,72.123,72.109,72.116,72.107,72.091,72.105,72.098,72.098,72.099,72.105,72.105,72.105,71.788,71.796,71.796,71.796,71.796,71.784,71.784,71.792,71.784,71.784,71.784,71.784,71.784,71.784
71.79,71.786,71.786,71.786,71.786,71.786,71.794,71.782,71.782,71.782,71.785,71.794,71.806,71.798,71.811,71.808,71.823,72.107,72.107,72.109,72.076,72.076,72.078,72.093,72.118,72.103,72.396,72.408,72.395,72.401,72.412,72.408,72.42,72.42,72.692,72.692,72.686,72.7,72.693,72.716,72.714,72.995,72.968,72.961,72.958,72.994,72.994,73.014,73.04,72.745,72.721,72.715,72.709,72.708,72.705,72.426,72.443,72.418,72.418,72.395,72.418,72.425,72.132,72.126,72.115,72.132,72.113,72.12,72.116,72.116,72.124,71.807,71.807,71.807,71.803,71.809,71.809,71.805,71.786,71.786,71.791,71.791,71.807,71.796,71.782,71.782,71.782,71.782,71.782,71.782,71.502
71.49,71.49,71.49,71.49,71.49,71.506,71.506,71.497,71.497,71.78,71.78,71.791,71.791,71.79,71.794,71.782,71.806,71.806,71.798,71.823,71.823,72.107,72.109,72.124,72.076,72.095,72.108,72.113,72.408,72.408,72.41,72.412,72.408,72.42,72.426,72.692,72.692,72.701,72.707,72.716,72.727,73.007,72.978,72.963,72.963,72.994,73.003,73.04,72.761,72.745,72.715,72.709,72.725,72.733,72.443,72.446,72.418,72.424,72.423,72.425,72.14,72.126,72.132,72.113,72.12,72.116,72.124,71.807,71.807,71.803,71.809,71.805,71.818,71.807,71.807,71.796,71.791,71.517,71.516,71.516,71.502,71.496,71.503,71.503,71.487,71.482,71.482,71.482,71.498,71.498,71.498
